Country,Group_Technology,Technology,RE_or_Non_RE,Year,Electricity_Installed_Capacity__MW_
Sweden,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2023,3757.0
Sweden,Solar energy,Solar photovoltaic,Total Renewable,2017,13.0
Sweden,Solar energy,Solar photovoltaic,Total Renewable,2018,17.0
Sweden,Solar energy,Solar photovoltaic,Total Renewable,2019,16.0
Sweden,Solar energy,Solar photovoltaic,Total Renewable,2020,17.0
Sweden,Solar energy,Solar photovoltaic,Total Renewable,2021,19.0
Sweden,Solar energy,Solar photovoltaic,Total Renewable,2022,19.0
Sweden,Solar energy,Solar photovoltaic,Total Renewable,2023,19.0
Sweden,Solar energy,Solar photovoltaic,Total Renewable,2015,104.0
Sweden,Solar energy,Solar photovoltaic,Total Renewable,2016,153.0
Sweden,Solar energy,Solar photovoltaic,Total Renewable,2017,231.0
Sweden,Solar energy,Solar photovoltaic,Total Renewable,2018,411.0
Sweden,Solar energy,Solar photovoltaic,Total Renewable,2019,698.0
Sweden,Solar energy,Solar photovoltaic,Total Renewable,2020,1090.0
Sweden,Solar energy,Solar photovoltaic,Total Renewable,2021,1587.0
Sweden,Solar energy,Solar photovoltaic,Total Renewable,2022,2369.0
Sweden,Solar energy,Solar photovoltaic,Total Renewable,2023,3469.0
Sweden,Marine energy,Marine energy,Total Renewable,2015,0.187
Sweden,Marine energy,Marine energy,Total Renewable,2016,0.187
Sweden,Marine energy,Marine energy,Total Renewable,2017,0.187
Sweden,Marine energy,Marine energy,Total Renewable,2018,0.187
Sweden,Pumped storage,Pumped storage,Total Non-Renewable,2015,99.0
Sweden,Pumped storage,Pumped storage,Total Non-Renewable,2016,99.0
Sweden,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2015,519.0
Sweden,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2016,753.5
Sweden,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2017,757.0
Sweden,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2018,755.5
Sweden,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2019,757.5
Sweden,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2020,622.5
Sweden,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2021,386.0
Sweden,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2022,335.5
Sweden,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2023,335.5
Sweden,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2017,99.0
Sweden,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2018,99.0
Sweden,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2019,99.0
Sweden,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2020,99.0
Sweden,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2021,99.0
Sweden,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2022,99.0
Sweden,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2023,99.0
Sweden,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2015,16230.0
Sweden,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2016,16367.0
Sweden,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2017,16403.0
Sweden,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2018,16332.0
Sweden,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2019,16363.0
Sweden,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2020,16307.0
Sweden,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2021,16308.0
Sweden,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2022,16300.0
Sweden,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2023,16300.0
Switzerland,Nuclear,Nuclear,Total Non-Renewable,2015,3333.0
Switzerland,Nuclear,Nuclear,Total Non-Renewable,2016,3333.0
Switzerland,Nuclear,Nuclear,Total Non-Renewable,2017,3333.0
Switzerland,Nuclear,Nuclear,Total Non-Renewable,2018,3333.0
Switzerland,Nuclear,Nuclear,Total Non-Renewable,2019,3333.0
Switzerland,Nuclear,Nuclear,Total Non-Renewable,2020,3333.0
Switzerland,Nuclear,Nuclear,Total Non-Renewable,2021,2960.0
Switzerland,Nuclear,Nuclear,Total Non-Renewable,2022,2960.0
Switzerland,Nuclear,Nuclear,Total Non-Renewable,2023,2960.0
Switzerland,Bioenergy,Biogas,Total Renewable,2015,29.0
Switzerland,Bioenergy,Biogas,Total Renewable,2016,29.0
Switzerland,Bioenergy,Biogas,Total Renewable,2017,30.0
Switzerland,Bioenergy,Biogas,Total Renewable,2018,30.0
Switzerland,Bioenergy,Biogas,Total Renewable,2019,30.0
Switzerland,Bioenergy,Biogas,Total Renewable,2020,31.0
Switzerland,Bioenergy,Biogas,Total Renewable,2021,31.0
Switzerland,Bioenergy,Biogas,Total Renewable,2022,31.0
Switzerland,Bioenergy,Biogas,Total Renewable,2023,31.0
Switzerland,Bioenergy,Renewable municipal waste,Total Renewable,2015,211.0
Switzerland,Bioenergy,Renewable municipal waste,Total Renewable,2016,211.5
Switzerland,Bioenergy,Renewable municipal waste,Total Renewable,2017,211.5
Switzerland,Bioenergy,Renewable municipal waste,Total Renewable,2018,211.5
Switzerland,Bioenergy,Renewable municipal waste,Total Renewable,2019,211.0
Switzerland,Bioenergy,Renewable municipal waste,Total Renewable,2020,211.0
Switzerland,Bioenergy,Renewable municipal waste,Total Renewable,2021,203.0
Switzerland,Bioenergy,Renewable municipal waste,Total Renewable,2022,203.0
Switzerland,Bioenergy,Renewable municipal waste,Total Renewable,2023,203.0
Switzerland,Wind energy,Onshore wind energy,Total Renewable,2015,60.0
Switzerland,Wind energy,Onshore wind energy,Total Renewable,2016,75.0
Switzerland,Wind energy,Onshore wind energy,Total Renewable,2017,75.0
Switzerland,Wind energy,Onshore wind energy,Total Renewable,2018,75.0
Switzerland,Wind energy,Onshore wind energy,Total Renewable,2019,75.0
Switzerland,Wind energy,Onshore wind energy,Total Renewable,2020,87.0
Switzerland,Wind energy,Onshore wind energy,Total Renewable,2021,87.0
Switzerland,Wind energy,Onshore wind energy,Total Renewable,2022,87.0
Switzerland,Wind energy,Onshore wind energy,Total Renewable,2023,87.0
Switzerland,Fossil fuels,Oil,Total Non-Renewable,2015,87.0
Switzerland,Fossil fuels,Oil,Total Non-Renewable,2016,87.0
Switzerland,Fossil fuels,Oil,Total Non-Renewable,2017,83.0
Switzerland,Fossil fuels,Oil,Total Non-Renewable,2018,82.0
Switzerland,Fossil fuels,Oil,Total Non-Renewable,2019,76.0
Switzerland,Fossil fuels,Oil,Total Non-Renewable,2020,76.0
Switzerland,Fossil fuels,Oil,Total Non-Renewable,2021,76.0
Switzerland,Fossil fuels,Oil,Total Non-Renewable,2022,76.0
Switzerland,Fossil fuels,Oil,Total Non-Renewable,2023,76.0
Switzerland,Fossil fuels,Natural gas,Total Non-Renewable,2015,239.0
Switzerland,Fossil fuels,Natural gas,Total Non-Renewable,2016,230.0
Switzerland,Fossil fuels,Natural gas,Total Non-Renewable,2017,228.0
Switzerland,Fossil fuels,Natural gas,Total Non-Renewable,2018,225.0
Switzerland,Fossil fuels,Natural gas,Total Non-Renewable,2019,224.0
Switzerland,Fossil fuels,Natural gas,Total Non-Renewable,2020,224.0
Switzerland,Fossil fuels,Natural gas,Total Non-Renewable,2021,228.0
Switzerland,Fossil fuels,Natural gas,Total Non-Renewable,2022,228.0
Switzerland,Fossil fuels,Natural gas,Total Non-Renewable,2023,228.0
Switzerland,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2015,239.0
Switzerland,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2016,192.0
Switzerland,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2017,182.0
Switzerland,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2018,180.0
Switzerland,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2019,191.0
Switzerland,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2020,201.0
Switzerland,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2021,224.0
Switzerland,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2022,224.0
Switzerland,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2023,224.0
Switzerland,Solar energy,Solar photovoltaic,Total Renewable,2015,1394.0
Switzerland,Solar energy,Solar photovoltaic,Total Renewable,2016,1664.0
Switzerland,Solar energy,Solar photovoltaic,Total Renewable,2017,1906.0
Switzerland,Solar energy,Solar photovoltaic,Total Renewable,2018,2173.0
Switzerland,Solar energy,Solar photovoltaic,Total Renewable,2019,2498.0
Switzerland,Solar energy,Solar photovoltaic,Total Renewable,2020,2973.0
Switzerland,Solar energy,Solar photovoltaic,Total Renewable,2021,3655.0
Switzerland,Solar energy,Solar photovoltaic,Total Renewable,2022,4339.92
Switzerland,Solar energy,Solar photovoltaic,Total Renewable,2023,5839.92
Switzerland,Pumped storage,Pumped storage,Total Non-Renewable,2015,469.0
Switzerland,Pumped storage,Pumped storage,Total Non-Renewable,2016,527.0
Switzerland,Pumped storage,Pumped storage,Total Non-Renewable,2017,527.0
Switzerland,Pumped storage,Pumped storage,Total Non-Renewable,2018,562.0
Switzerland,Pumped storage,Pumped storage,Total Non-Renewable,2019,562.0
Switzerland,Pumped storage,Pumped storage,Total Non-Renewable,2020,562.0
Switzerland,Pumped storage,Pumped storage,Total Non-Renewable,2021,562.0
Switzerland,Pumped storage,Pumped storage,Total Non-Renewable,2022,562.0
Switzerland,Pumped storage,Pumped storage,Total Non-Renewable,2023,562.0
Switzerland,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2015,211.0
Switzerland,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2016,211.5
Switzerland,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2017,211.5
Switzerland,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2018,211.5
Switzerland,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2019,211.0
Switzerland,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2020,211.0
Switzerland,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2021,203.0
Switzerland,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2022,203.0
Switzerland,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2023,203.0
Switzerland,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2015,9350.0
Switzerland,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2016,10219.0
Switzerland,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2017,10714.0
Switzerland,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2018,10786.0
Switzerland,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2019,10786.0
Switzerland,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2020,10786.0
Switzerland,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2021,10786.0
Switzerland,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2022,10802.0
Switzerland,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2023,10986.0
Switzerland,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2015,3996.0
Switzerland,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2016,4060.0
Switzerland,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2017,4112.0
Switzerland,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2018,4194.0
Switzerland,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2019,4226.0
Switzerland,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2020,4246.0
Switzerland,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2021,4263.0
Switzerland,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2022,4263.0
Switzerland,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2023,4293.0
Ukraine,Nuclear,Nuclear,Total Non-Renewable,2015,13835.0
Ukraine,Nuclear,Nuclear,Total Non-Renewable,2016,13835.0
Ukraine,Nuclear,Nuclear,Total Non-Renewable,2017,13835.0
Ukraine,Nuclear,Nuclear,Total Non-Renewable,2018,13835.0
Ukraine,Nuclear,Nuclear,Total Non-Renewable,2019,13835.0
Ukraine,Nuclear,Nuclear,Total Non-Renewable,2020,13835.0
Ukraine,Nuclear,Nuclear,Total Non-Renewable,2021,13835.0
Ukraine,Nuclear,Nuclear,Total Non-Renewable,2022,13835.0
Ukraine,Nuclear,Nuclear,Total Non-Renewable,2023,13835.0
Ukraine,Bioenergy,Biogas,Total Renewable,2015,7.0
Ukraine,Bioenergy,Biogas,Total Renewable,2016,7.0
Ukraine,Bioenergy,Biogas,Total Renewable,2017,11.0
Ukraine,Bioenergy,Biogas,Total Renewable,2018,18.0
Ukraine,Bioenergy,Biogas,Total Renewable,2019,26.0
Ukraine,Bioenergy,Biogas,Total Renewable,2020,30.0
Ukraine,Bioenergy,Biogas,Total Renewable,2021,30.0
Ukraine,Bioenergy,Biogas,Total Renewable,2022,30.0
Ukraine,Bioenergy,Biogas,Total Renewable,2023,30.0
Ukraine,Bioenergy,Biogas,Total Renewable,2015,11.0
Ukraine,Bioenergy,Biogas,Total Renewable,2016,14.0
Ukraine,Bioenergy,Biogas,Total Renewable,2017,23.0
Ukraine,Bioenergy,Biogas,Total Renewable,2018,28.0
Ukraine,Bioenergy,Biogas,Total Renewable,2019,67.0
Ukraine,Bioenergy,Biogas,Total Renewable,2020,73.0
Ukraine,Bioenergy,Biogas,Total Renewable,2021,93.0
Ukraine,Bioenergy,Biogas,Total Renewable,2022,93.0
Ukraine,Bioenergy,Biogas,Total Renewable,2023,93.0
Ukraine,Bioenergy,Solid biofuels,Total Renewable,2015,35.2
Ukraine,Bioenergy,Solid biofuels,Total Renewable,2016,39.0
Ukraine,Bioenergy,Solid biofuels,Total Renewable,2017,39.0
Ukraine,Bioenergy,Solid biofuels,Total Renewable,2018,51.62
Ukraine,Bioenergy,Solid biofuels,Total Renewable,2019,87.0
Ukraine,Bioenergy,Solid biofuels,Total Renewable,2020,109.0
Ukraine,Bioenergy,Solid biofuels,Total Renewable,2021,152.0
Ukraine,Bioenergy,Solid biofuels,Total Renewable,2022,152.0
Ukraine,Bioenergy,Solid biofuels,Total Renewable,2023,178.0
Ukraine,Wind energy,Onshore wind energy,Total Renewable,2015,513.9
Ukraine,Wind energy,Onshore wind energy,Total Renewable,2016,526.0
Ukraine,Wind energy,Onshore wind energy,Total Renewable,2017,553.0
Ukraine,Wind energy,Onshore wind energy,Total Renewable,2018,620.77
Ukraine,Wind energy,Onshore wind energy,Total Renewable,2019,1257.77
Ukraine,Wind energy,Onshore wind energy,Total Renewable,2020,1402.0
Ukraine,Wind energy,Onshore wind energy,Total Renewable,2021,1761.0
Ukraine,Wind energy,Onshore wind energy,Total Renewable,2022,1761.0
Ukraine,Wind energy,Onshore wind energy,Total Renewable,2023,1761.0
Ukraine,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2015,35335.0
Ukraine,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2016,36400.0
Ukraine,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2017,31492.0
Ukraine,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2018,29753.0
Ukraine,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2019,28535.0
Ukraine,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2020,28664.0
Ukraine,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2021,28664.0
Ukraine,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2022,28664.0
Ukraine,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2023,28664.0
Ukraine,Solar energy,Solar photovoltaic,Total Renewable,2015,841.2
Ukraine,Solar energy,Solar photovoltaic,Total Renewable,2016,954.7
Ukraine,Solar energy,Solar photovoltaic,Total Renewable,2017,1200.0
Ukraine,Solar energy,Solar photovoltaic,Total Renewable,2018,2002.688
Ukraine,Solar energy,Solar photovoltaic,Total Renewable,2019,5935.688
Ukraine,Solar energy,Solar photovoltaic,Total Renewable,2020,7331.0
Ukraine,Solar energy,Solar photovoltaic,Total Renewable,2021,8062.0
Ukraine,Solar energy,Solar photovoltaic,Total Renewable,2022,8062.0
Ukraine,Solar energy,Solar photovoltaic,Total Renewable,2023,8062.0
Ukraine,Pumped storage,Pumped storage,Total Non-Renewable,2015,1186.0
Ukraine,Pumped storage,Pumped storage,Total Non-Renewable,2016,1509.0
Ukraine,Pumped storage,Pumped storage,Total Non-Renewable,2017,1509.0
Ukraine,Pumped storage,Pumped storage,Total Non-Renewable,2018,1509.0
Ukraine,Pumped storage,Pumped storage,Total Non-Renewable,2019,1509.0
Ukraine,Pumped storage,Pumped storage,Total Non-Renewable,2020,1515.0
Ukraine,Pumped storage,Pumped storage,Total Non-Renewable,2021,1839.0
Ukraine,Pumped storage,Pumped storage,Total Non-Renewable,2022,1839.0
Ukraine,Pumped storage,Pumped storage,Total Non-Renewable,2023,1839.0
Ukraine,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2015,4697.0
Ukraine,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2016,4658.0
Ukraine,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2017,4704.0
Ukraine,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2018,4734.0
Ukraine,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2019,4816.0
Ukraine,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2020,4819.0
Ukraine,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2021,4823.0
Ukraine,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2022,4823.0
Ukraine,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2023,4488.2
United Kingdom,Nuclear,Nuclear,Total Non-Renewable,2015,9487.0
United Kingdom,Nuclear,Nuclear,Total Non-Renewable,2016,9261.0
United Kingdom,Nuclear,Nuclear,Total Non-Renewable,2017,9261.0
United Kingdom,Nuclear,Nuclear,Total Non-Renewable,2018,9261.0
United Kingdom,Nuclear,Nuclear,Total Non-Renewable,2019,9261.0
United Kingdom,Nuclear,Nuclear,Total Non-Renewable,2020,9261.0
United Kingdom,Nuclear,Nuclear,Total Non-Renewable,2021,7833.0
United Kingdom,Nuclear,Nuclear,Total Non-Renewable,2022,7833.0
United Kingdom,Nuclear,Nuclear,Total Non-Renewable,2023,5883.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2015,1061.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2016,1062.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2017,1066.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2018,1063.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2019,1055.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2020,1055.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2021,1056.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2022,1062.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2023,1059.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2015,336.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2016,454.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2017,507.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2018,528.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2019,542.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2020,543.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2021,610.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2022,615.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2023,626.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2015,231.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2016,257.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2017,245.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2018,247.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2019,247.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2020,247.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2021,257.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2022,258.0
United Kingdom,Bioenergy,Biogas,Total Renewable,2023,268.0
United Kingdom,Bioenergy,Solid biofuels,Total Renewable,2015,2715.0
United Kingdom,Bioenergy,Solid biofuels,Total Renewable,2016,2962.87
United Kingdom,Bioenergy,Solid biofuels,Total Renewable,2017,3149.51
United Kingdom,Bioenergy,Solid biofuels,Total Renewable,2018,4592.59
United Kingdom,Bioenergy,Solid biofuels,Total Renewable,2019,4683.81
